scenario,t,value
drift_gradual,218,0.335114
drift_gradual,219,0.1502751
drift_gradual,220,0.2140477
drift_gradual,221,0.01280571
drift_gradual,222,-0.2492257
drift_gradual,223,-0.2766181
drift_gradual,224,0.03826231
drift_gradual,225,-0.08879682
drift_gradual,226,-0.1371864
drift_gradual,227,-0.009412003
drift_gradual,228,0.09233779
drift_gradual,229,-0.2179136
drift_gradual,230,-0.06733164
drift_gradual,231,0.2264806
drift_gradual,232,-0.1612933
drift_gradual,233,0.1304642
drift_gradual,234,-0.07270961
drift_gradual,235,0.08186906
drift_gradual,236,0.1645991
drift_gradual,237,0.1111923
drift_gradual,238,0.1363739
drift_gradual,239,-0.172739
drift_gradual,240,0.167049
drift_gradual,241,-0.127904
drift_gradual,242,0.03893126
drift_gradual,243,0.03873693
drift_gradual,244,0.07276838
drift_gradual,245,0.0505435
drift_gradual,246,-0.1265715
drift_gradual,247,-0.2024801
drift_gradual,248,0.1308523
drift_gradual,249,0.02787519
drift_gradual,250,0.1724065
drift_gradual,251,-0.00670994
drift_gradual,252,-0.2107747
drift_gradual,253,0.1449195
drift_gradual,254,-0.05555559
drift_gradual,255,0.05130052
drift_gradual,256,-0.09711891
drift_gradual,257,0.2466453
drift_gradual,258,-0.1314847
drift_gradual,259,-0.05061446
drift_gradual,260,0.01611731
drift_gradual,261,-0.1638273
drift_gradual,262,0.04957793
drift_gradual,263,0.2417866
drift_gradual,264,-0.07356932
drift_gradual,265,0.05927142
drift_gradual,266,-0.4124153
drift_gradual,267,-0.00583938
drift_gradual,268,-0.04695634
drift_gradual,269,-0.1227746
drift_gradual,270,0.1622176
drift_gradual,271,-0.04893655
drift_gradual,272,-0.02662162
drift_gradual,273,-0.05657893
drift_gradual,274,-0.2875224
drift_gradual,275,-0.169798
drift_gradual,276,0.144164
drift_gradual,277,-0.3164926
drift_gradual,278,-0.1149473
drift_gradual,279,-0.05995801
drift_gradual,280,0.2615433
drift_gradual,281,0.1152906
drift_gradual,282,-0.08357558
drift_gradual,283,0.1956771
drift_gradual,284,-0.1110774
drift_gradual,285,0.151365
drift_gradual,286,-0.2038316
drift_gradual,287,0.1609887
drift_gradual,288,-0.06092005
drift_gradual,289,-0.1542756
drift_gradual,290,-0.03257154
drift_gradual,291,0.04160163
drift_gradual,292,-0.07421226
drift_gradual,293,0.08309303
drift_gradual,294,-0.08744908
drift_gradual,295,0.09305586
drift_gradual,296,0.06633331
drift_gradual,297,-0.009138458
drift_gradual,298,-0.06620735
drift_gradual,299,0.02273112
drift_gradual,300,0.08253806
drift_gradual,301,0.3092699
drift_gradual,302,0.1409131
drift_gradual,303,0.1463985
drift_gradual,304,0.4632768
drift_gradual,305,0.07739377
drift_gradual,306,0.07269653
drift_gradual,307,0.1056023
drift_gradual,308,-0.1513449
drift_gradual,309,-0.06658525
drift_gradual,310,-0.07592539
drift_gradual,311,0.0971421
drift_gradual,312,-0.02612618
drift_gradual,313,0.02073351
drift_gradual,314,0.1631182
drift_gradual,315,0.1294726
drift_gradual,316,-0.02425815
drift_gradual,317,-0.1004993
drift_gradual,318,0.1702912
drift_gradual,319,0.1160837
drift_gradual,320,-0.2409385
drift_gradual,321,-0.04697309
drift_gradual,322,0.02482732
drift_gradual,323,0.1168245
drift_gradual,324,0.1365152
drift_gradual,325,0.0425859
drift_gradual,326,0.08778713
drift_gradual,327,0.00962052
drift_gradual,328,-0.1010778
drift_gradual,329,-0.03918966
drift_gradual,330,0.002848678
drift_gradual,331,-0.005201888
drift_gradual,332,-0.2828359
drift_gradual,333,-0.0596225
drift_gradual,334,0.008430848
drift_gradual,335,-0.0422055
drift_gradual,336,-0.03702357
drift_gradual,337,0.07319871
drift_gradual,338,-0.1618436
drift_gradual,339,-0.2442063
drift_gradual,340,-0.05222547
drift_gradual,341,0.1146172
drift_gradual,342,0.253133
drift_gradual,343,0.1173192
drift_gradual,344,-0.2202396
drift_gradual,345,-0.03485509
drift_gradual,346,0.03849516
drift_gradual,347,0.02663867
drift_gradual,348,0.08089568
drift_gradual,349,-0.1375573
drift_gradual,350,0.009741463
drift_gradual,351,0.06304842
drift_gradual,352,0.1238506
drift_gradual,353,-0.1208577
drift_gradual,354,-0.05177353
drift_gradual,355,-0.4055727
drift_gradual,356,-0.0932193
drift_gradual,357,-0.07866223
drift_gradual,358,-0.1529377
drift_gradual,359,0.02484182
drift_gradual,360,-0.008391815
drift_gradual,361,-0.3388821
drift_gradual,362,0.0323262
drift_gradual,363,-0.1392486
drift_gradual,364,0.07285334
drift_gradual,365,-0.1922777
drift_gradual,366,0.004500981
drift_gradual,367,-0.0424745
drift_gradual,368,0.04546528
drift_gradual,369,0.01870459
drift_gradual,370,-0.03827463
drift_gradual,371,-0.2304408
drift_gradual,372,-0.2215812
drift_gradual,373,-0.08758304
drift_gradual,374,-0.001241983
drift_gradual,375,-0.09123719
drift_gradual,376,0.09378179
drift_gradual,377,-0.04188314
drift_gradual,378,-0.1447519
drift_gradual,379,-0.04171444
drift_gradual,380,0.03387898
drift_gradual,381,0.04873271
drift_gradual,382,0.2817569
drift_gradual,383,-0.1003364
drift_gradual,384,-0.0110218
drift_gradual,385,0.06391859
drift_gradual,386,-0.003513444
drift_gradual,387,-0.07509272
drift_gradual,388,-0.2323886
drift_gradual,389,-0.07662518
drift_gradual,390,-0.1610554
drift_gradual,391,-0.258991
drift_gradual,392,-0.1193518
drift_gradual,393,-0.1570638
drift_gradual,394,0.08756798
drift_gradual,395,0.09016378
drift_gradual,396,-0.1355819
drift_gradual,397,-0.03903429
drift_gradual,398,-0.2787364
drift_gradual,399,-0.07415099
drift_gradual,400,0.05984729
drift_gradual,401,0.1237407
drift_gradual,402,-0.1069571
drift_gradual,403,0.1577782
drift_gradual,404,-0.2273538
drift_gradual,405,-0.1871442
drift_gradual,406,0.1064493
drift_gradual,407,0.2506682
drift_gradual,408,0.0740148
drift_gradual,409,-0.006051358
drift_gradual,410,-0.3292776
drift_gradual,411,-0.3033671
drift_gradual,412,0.01941143
drift_gradual,413,-0.0537094
drift_gradual,414,-0.1658753
drift_gradual,415,0.009829887
drift_gradual,416,0.01726971
drift_gradual,417,0.1416624
drift_gradual,418,0.02049034
drift_gradual,419,0.1842592
drift_gradual,420,0.001199104
drift_gradual,421,-0.01730025
drift_gradual,422,0.1596468
drift_gradual,423,-0.1467661
drift_gradual,424,0.4221671
drift_gradual,425,0.05628862
drift_gradual,426,0.05712439
drift_gradual,427,0.0787644
drift_gradual,428,0.2815705
drift_gradual,429,0.1188761
drift_gradual,430,-0.2407584
drift_gradual,431,0.2105206
drift_gradual,432,-0.05113449
drift_gradual,433,0.01607326
drift_gradual,434,-0.1918881
drift_gradual,435,0.0789303
drift_gradual,436,-0.09770614
drift_gradual,437,0.01502545
drift_gradual,438,-0.04261485
drift_gradual,439,0.2887519
drift_gradual,440,0.297339
drift_gradual,441,0.006976976
drift_gradual,442,0.009596657
drift_gradual,443,-0.05601644
drift_gradual,444,0.1659009
drift_gradual,445,-0.04933798
drift_gradual,446,-0.06320059
drift_gradual,447,0.1467889
drift_gradual,448,-0.08074486
drift_gradual,449,-0.005663255
drift_gradual,450,-0.2371966
drift_gradual,451,0.1056286
drift_gradual,452,0.29113
drift_gradual,453,0.1081838
drift_gradual,454,0.2192699
drift_gradual,455,-0.1269153
drift_gradual,456,0.03544864
drift_gradual,457,-0.141474
drift_gradual,458,-0.03416483
drift_gradual,459,0.1158317
drift_gradual,460,0.01527309
drift_gradual,461,-0.2118962
drift_gradual,462,-0.1972544
drift_gradual,463,-0.2071746
drift_gradual,464,0.07371789
drift_gradual,465,0.3095842
drift_gradual,466,0.2043687
drift_gradual,467,-0.2843978
drift_gradual,468,0.2131614
drift_gradual,469,0.1404601
drift_gradual,470,-0.231795
drift_gradual,471,-0.04548024
drift_gradual,472,0.1643284
drift_gradual,473,0.08256503
drift_gradual,474,-0.1963643
drift_gradual,475,0.09161132
drift_gradual,476,-0.3206251
drift_gradual,477,-0.03342333
drift_gradual,478,0.1706935
drift_gradual,479,0.002759132
drift_gradual,480,-0.07484063
drift_gradual,481,0.1334019
drift_gradual,482,0.1462128
drift_gradual,483,0.196506
drift_gradual,484,0.1311514
drift_gradual,485,0.1622062
drift_gradual,486,0.1099363
drift_gradual,487,0.0398293
drift_gradual,488,0.01342635
drift_gradual,489,-0.03558896
drift_gradual,490,-0.1818552
drift_gradual,491,-0.1432967
drift_gradual,492,-0.04230217
drift_gradual,493,0.03621782
drift_gradual,494,0.2161219
drift_gradual,495,-0.006269584
drift_gradual,496,0.1505214
drift_gradual,497,0.1618973
drift_gradual,498,-0.03471702
drift_gradual,499,0.08920353
drift_gradual,500,-0.03652921
drift_gradual,501,0.1983204
drift_gradual,502,0.0953765
drift_gradual,503,-0.1785726
drift_gradual,504,0.0242287
drift_gradual,505,0.2472168
drift_gradual,506,-0.02718466
drift_gradual,507,0.06715725
drift_gradual,508,0.08188183
drift_gradual,509,-0.1554934
drift_gradual,510,0.07660619
drift_gradual,511,-0.2090753
drift_gradual,512,-0.09384362
drift_gradual,513,0.1613584
drift_gradual,514,0.05351344
drift_gradual,515,-0.04567167
drift_gradual,516,0.06696915
drift_gradual,517,-0.009013837
drift_gradual,518,0.001886775
drift_gradual,519,0.09852278
drift_gradual,520,-0.1091052
drift_gradual,521,0.006050461
drift_gradual,522,-0.04684023
drift_gradual,523,-0.2378405
drift_gradual,524,-0.1380684
drift_gradual,525,0.235231
drift_gradual,526,0.0577085
drift_gradual,527,-0.1985382
drift_gradual,528,-0.2310532
drift_gradual,529,-0.01682459
drift_gradual,530,0.234178
drift_gradual,531,-0.02801372
drift_gradual,532,0.1960499
drift_gradual,533,0.05278962
drift_gradual,534,0.07068757
drift_gradual,535,-0.2003581
drift_gradual,536,0.1406284
drift_gradual,537,-0.05023981
drift_gradual,538,0.1294639
drift_gradual,539,-0.1221255
drift_gradual,540,0.0265574
drift_gradual,541,0.05280044
drift_gradual,542,-0.023105
drift_gradual,543,0.06068178
drift_gradual,544,-0.03995956
drift_gradual,545,-0.09735896
drift_gradual,546,0.2408225
drift_gradual,547,0.1573429
drift_gradual,548,-0.1141297
drift_gradual,549,0.08526665
drift_gradual,550,-0.1114018
drift_gradual,551,-0.1777027
drift_gradual,552,0.1550714
drift_gradual,553,-0.2556149
drift_gradual,554,0.1390284
drift_gradual,555,-0.03790835
drift_gradual,556,-0.03173199
drift_gradual,557,0.06146268
drift_gradual,558,0.08717982
drift_gradual,559,-0.1239515
drift_gradual,560,0.1076588
drift_gradual,561,0.01700558
drift_gradual,562,-0.1884082
drift_gradual,563,-0.02548117
drift_gradual,564,0.2071919
drift_gradual,565,0.2514892
drift_gradual,566,0.1076023
drift_gradual,567,-0.1785515
drift_gradual,568,0.07359104
drift_gradual,569,0.1276291
drift_gradual,570,0.1088562
drift_gradual,571,0.1177431
drift_gradual,572,0.05448946
drift_gradual,573,-0.01086185
drift_gradual,574,-0.09125512
drift_gradual,575,-0.2846903
drift_gradual,576,0.05094627
drift_gradual,577,0.02790793
drift_gradual,578,0.08363638
drift_gradual,579,-0.2006316
drift_gradual,580,0.0967525
drift_gradual,581,0.3081818
drift_gradual,582,0.01176752
drift_gradual,583,-0.009249798
drift_gradual,584,0.04635035
drift_gradual,585,0.3048506
drift_gradual,586,-0.1535472
drift_gradual,587,0.03048104
drift_gradual,588,-0.1199486
drift_gradual,589,-0.08205071
drift_gradual,590,-0.007438546
drift_gradual,591,0.2020985
drift_gradual,592,0.2701486
drift_gradual,593,0.06722132
drift_gradual,594,-0.05648921
drift_gradual,595,0.3739108
drift_gradual,596,-0.06413317
drift_gradual,597,-0.08567039
drift_gradual,598,-0.2662415
drift_gradual,599,0.2094137
drift_gradual,600,0.1452368
drift_gradual,601,0.3626708
drift_gradual,602,-0.2084285
drift_gradual,603,0.2187256
drift_gradual,604,0.01052033
drift_gradual,605,0.120915
drift_gradual,606,-0.2471666
drift_gradual,607,0.2202123
drift_gradual,608,0.1179775
drift_gradual,609,-0.005836505
drift_gradual,610,0.0967669
drift_gradual,611,-0.1148243
drift_gradual,612,-0.08691601
drift_gradual,613,-0.06951669
drift_gradual,614,-0.2779092
drift_gradual,615,0.1292638
drift_gradual,616,0.178739
drift_gradual,617,-0.1052016
drift_gradual,618,0.05223045
drift_gradual,619,-0.03983107
drift_gradual,620,0.04924109
drift_gradual,621,-0.09413659
drift_gradual,622,-0.1325138
drift_gradual,623,0.1578112
drift_gradual,624,-0.009580588
drift_gradual,625,0.3033163
drift_gradual,626,0.006946495
drift_gradual,627,-0.1389117
drift_gradual,628,0.1840411
drift_gradual,629,0.09462002
drift_gradual,630,0.1090309
drift_gradual,631,0.1785901
drift_gradual,632,-0.09791944
drift_gradual,633,-0.019088
drift_gradual,634,-0.02571747
drift_gradual,635,-0.193612
drift_gradual,636,-0.03953852
drift_gradual,637,0.2004569
drift_gradual,638,0.03560072
drift_gradual,639,-0.2019092
drift_gradual,640,-0.2333759
drift_gradual,641,0.2497164
drift_gradual,642,-0.01354785
drift_gradual,643,-0.09711153
drift_gradual,644,-0.04109876
drift_gradual,645,-0.2215962
drift_gradual,646,0.2134643
drift_gradual,647,-0.05895794
drift_gradual,648,0.2051102
drift_gradual,649,0.007747757
drift_gradual,650,0.2144298
drift_gradual,651,0.03850417
drift_gradual,652,0.1279849
drift_gradual,653,0.107864
drift_gradual,654,0.09349366
drift_gradual,655,0.05219017
drift_gradual,656,-0.03492761
drift_gradual,657,0.2873152
drift_gradual,658,-0.1360405
drift_gradual,659,0.0006461464
drift_gradual,660,0.002232881
drift_gradual,661,0.06036611
drift_gradual,662,-0.0644209
drift_gradual,663,0.04721195
drift_gradual,664,-0.02532639
drift_gradual,665,-0.2372929
drift_gradual,666,0.001432843
drift_gradual,667,-0.1650848
drift_gradual,668,-0.2601579
drift_gradual,669,0.020531
drift_gradual,670,0.0731825
drift_gradual,671,0.07900471
drift_gradual,672,0.08507561
drift_gradual,673,-0.2898884
drift_gradual,674,-0.2041525
drift_gradual,675,0.2960282
drift_gradual,676,-0.1570813
drift_gradual,677,0.09162615
drift_gradual,678,-0.1030406
drift_gradual,679,0.01195091
drift_gradual,680,-0.09498813
drift_gradual,681,0.08423117
drift_gradual,682,0.02051612
drift_gradual,683,-0.06724347
drift_gradual,684,-0.1575258
drift_gradual,685,0.04016613
drift_gradual,686,-0.1819078
drift_gradual,687,0.06412216
drift_gradual,688,0.3939727
drift_gradual,689,0.2025255
drift_gradual,690,0.1077522
drift_gradual,691,-0.01284109
drift_gradual,692,-0.2908129
drift_gradual,693,-0.198343
drift_gradual,694,0.1924189
drift_gradual,695,-0.1184634
drift_gradual,696,-0.1048878
drift_gradual,697,-0.02484757
drift_gradual,698,-0.1593069
drift_gradual,699,-0.1840153
drift_gradual,700,-0.007571111
drift_gradual,701,-0.1337294
drift_gradual,702,-0.1111528
drift_gradual,703,-0.1171787
drift_gradual,704,0.07835403
drift_gradual,705,-0.03481885
drift_gradual,706,-0.0267858
drift_gradual,707,0.08954188
drift_gradual,708,-0.02130594
drift_gradual,709,-0.04173807
drift_gradual,710,0.07056755
drift_gradual,711,0.1002297
drift_gradual,712,-0.02206102
drift_gradual,713,0.01209117
drift_gradual,714,-0.1172685
drift_gradual,715,-0.1291025
drift_gradual,716,0.1153721
drift_gradual,717,0.06674131
drift_gradual,718,0.06829477
drift_gradual,719,0.04212815
drift_gradual,720,0.006930491
drift_gradual,721,0.1044618
drift_gradual,722,0.1402663
drift_gradual,723,0.1366842
drift_gradual,724,-0.01511669
drift_gradual,725,0.2080489
drift_gradual,726,0.0342691
drift_gradual,727,0.09485643
drift_gradual,728,0.04231318
drift_gradual,729,0.03705101
drift_gradual,730,-0.1103628
drift_gradual,731,0.1052026
drift_gradual,732,0.4267942
drift_gradual,733,-0.05621926
drift_gradual,734,0.01064921
drift_gradual,735,-0.06693079
drift_gradual,736,-0.07320299
drift_gradual,737,0.2316674
drift_gradual,738,-0.1009457
drift_gradual,739,-0.07111207
drift_gradual,740,-0.2381239
drift_gradual,741,-0.1136418
drift_gradual,742,-0.25626
drift_gradual,743,0.0947707
drift_gradual,744,0.4199546
drift_gradual,745,-0.05500182
drift_gradual,746,-0.2500137
drift_gradual,747,0.1349999
drift_gradual,748,-0.1090387
drift_gradual,749,0.194902
drift_gradual,750,-0.04230436
drift_gradual,751,-0.09477235
drift_gradual,752,-0.02669363
drift_gradual,753,0.1136665
drift_gradual,754,-0.03411309
drift_gradual,755,-0.07450871
drift_gradual,756,-0.02982474
drift_gradual,757,-0.1907783
drift_gradual,758,0.05955474
drift_gradual,759,-0.268009
drift_gradual,760,-0.06661822
drift_gradual,761,0.1139078
drift_gradual,762,0.04545724
drift_gradual,763,0.08854809
drift_gradual,764,-0.009756851
drift_gradual,765,0.1754619
drift_gradual,766,0.1387049
drift_gradual,767,0.06692115
drift_gradual,768,0.1391319
drift_gradual,769,0.1125635
drift_gradual,770,-0.06591953
drift_gradual,771,-0.2015848
drift_gradual,772,0.06305432
drift_gradual,773,0.08191338
drift_gradual,774,0.1635708
drift_gradual,775,-0.1404482
drift_gradual,776,-0.1359647
drift_gradual,777,0.06898504
drift_gradual,778,-0.01067505
drift_gradual,779,-0.2828642
drift_gradual,780,0.05626622
drift_gradual,781,-0.2778634
drift_gradual,782,-0.1417885
drift_gradual,783,0.2027522
drift_gradual,784,0.2737319
drift_gradual,785,-0.1823485
drift_gradual,786,-0.04940873
drift_gradual,787,0.006393378
drift_gradual,788,0.267184
drift_gradual,789,-0.07393034
drift_gradual,790,-0.0715326
drift_gradual,791,0.2323088
drift_gradual,792,-0.05621837
drift_gradual,793,0.1083303
drift_gradual,794,-0.2215714
drift_gradual,795,-0.02568491
drift_gradual,796,-0.2489395
drift_gradual,797,-0.1583151
drift_gradual,798,0.1258802
drift_gradual,799,-0.007485809
drift_gradual,800,-0.04786586
drift_gradual,801,-0.1123124
drift_gradual,802,-0.03309841
drift_gradual,803,0.04516698
drift_gradual,804,0.1474374
drift_gradual,805,-0.393772
drift_gradual,806,-0.1247642
drift_gradual,807,0.02386444
drift_gradual,808,-0.01482947
drift_gradual,809,0.06050644
drift_gradual,810,0.04013104
drift_gradual,811,-0.04573018
drift_gradual,812,-0.07902798
drift_gradual,813,-0.03682522
drift_gradual,814,0.1723114
drift_gradual,815,-0.1098012
drift_gradual,816,-0.009421008
drift_gradual,817,0.02750133
drift_gradual,818,0.2340526
drift_gradual,819,-0.04504624
drift_gradual,820,0.143821
drift_gradual,821,0.1847969
drift_gradual,822,-0.00956314
drift_gradual,823,-0.03160785
drift_gradual,824,-0.04935805
drift_gradual,825,-0.03837347
drift_gradual,826,0.128136
drift_gradual,827,0.0346515
drift_gradual,828,0.03529346
drift_gradual,829,-0.1687835
drift_gradual,830,-0.1451235
drift_gradual,831,0.321517
drift_gradual,832,-0.02667386
drift_gradual,833,-0.1162158
drift_gradual,834,0.2146649
drift_gradual,835,0.04227128
drift_gradual,836,0.08672324
drift_gradual,837,-0.02070706
drift_gradual,838,-0.04780096
drift_gradual,839,-0.02543796
drift_gradual,840,-0.2074107
drift_gradual,841,-0.01318911
drift_gradual,842,0.04440496
drift_gradual,843,0.2775695
drift_gradual,844,0.01289986
drift_gradual,845,-0.3501266
drift_gradual,846,-0.01409781
drift_gradual,847,0.4109256
drift_gradual,848,0.1299549
drift_gradual,849,-0.1216333
drift_gradual,850,0.08866598
drift_gradual,851,-0.111302
drift_gradual,852,-0.2030711
drift_gradual,853,-0.0522554
drift_gradual,854,0.01372897
drift_gradual,855,-0.2808233
drift_gradual,856,-0.1723739
drift_gradual,857,0.001550334
drift_gradual,858,-0.06122598
drift_gradual,859,0.05922169
drift_gradual,860,-0.1822002
drift_gradual,861,0.1071171
drift_gradual,862,-0.1775639
drift_gradual,863,0.2464101
drift_gradual,864,-0.2573637
drift_gradual,865,-0.1638831
drift_gradual,866,0.06260562
drift_gradual,867,0.249635
drift_gradual,868,0.04725646
drift_gradual,869,0.08442869
drift_gradual,870,0.002630535
drift_gradual,871,-0.1539598
drift_gradual,872,-0.07352075
drift_gradual,873,-0.1817865
drift_gradual,874,-0.1918065
drift_gradual,875,0.06026234
drift_gradual,876,-0.1684767
drift_gradual,877,0.0479331
drift_gradual,878,-0.1952734
drift_gradual,879,0.04445745
drift_gradual,880,-0.07330239
drift_gradual,881,0.2109923
drift_gradual,882,0.04855783
drift_gradual,883,0.1853674
drift_gradual,884,-0.113347
drift_gradual,885,0.008421501
drift_gradual,886,-0.1471631
drift_gradual,887,-0.06204079
drift_gradual,888,-0.03931563
drift_gradual,889,-0.1088787
drift_gradual,890,-0.1823254
drift_gradual,891,-0.2120276
drift_gradual,892,-0.3509622
drift_gradual,893,-0.158452
drift_gradual,894,0.09412408
drift_gradual,895,-0.2397748
drift_gradual,896,-0.2052184
drift_gradual,897,0.2686348
drift_gradual,898,-0.09547441
drift_gradual,899,0.0481569
drift_gradual,900,0.09634757
drift_gradual,901,0.09937892
drift_gradual,902,-0.2283471
drift_gradual,903,-0.03465895
drift_gradual,904,-0.2427341
