scenario,t,value
stable,120,-0.15352462389327973
stable,121,0.026891345243447422
stable,122,0.03299950259576477
stable,123,0.20387813628606546
stable,124,0.12526668688718678
stable,125,0.0535306588724264
stable,126,0.21949543368293425
stable,127,-0.17831445814842764
stable,128,-0.09596272991246216
stable,129,-0.13898639121082873
stable,130,-0.05847147047336519
stable,131,-0.20650292213344631
stable,132,0.09527264202216064
stable,133,-0.033333404564816004
stable,134,-0.22062094417539868
stable,135,-0.15233686218113124
stable,136,0.04702707711752929
stable,137,0.12571898518415717
stable,138,0.299509633753768
stable,139,0.4370793699010994
stable,140,0.062161414991399454
stable,141,-0.1484307180047796
stable,142,-0.31980694210969635
stable,143,0.040156719351575366
stable,144,-0.12194116429654889
stable,145,-0.062303589026952794
stable,146,-0.09181451985897121
stable,147,-0.02111863296245779
stable,148,0.15989703461814653
stable,149,0.023557285116801694
stable,150,-0.023795225555803243
stable,151,-0.15534806292387174
stable,152,-0.25120244170565353
stable,153,-0.07294618636099963
stable,154,-0.008067382622748073
stable,155,0.2651894870369824
stable,156,0.019541178220932875
stable,157,0.14741092665345862
stable,158,-0.0748943397808728
stable,159,-0.1777415649625537
stable,160,-0.14476751433485577
stable,161,-0.10878390968036299
stable,162,0.31927045986527464
stable,163,-0.12320800188365791
stable,164,0.12577338056045173
stable,165,-0.13543907671305394
stable,166,0.1397359519311366
stable,167,0.05774264491587947
stable,168,-0.02349568464871356
stable,169,-0.006114378920315104
stable,170,-0.09821815431440856
stable,171,0.06691083022231208
stable,172,-0.068247522051117
stable,173,-0.18384086456508722
stable,174,-0.19169063614794288
stable,175,0.02588818765831792
stable,176,0.23686368846156522
stable,177,0.023998742036015736
stable,178,-0.017795748916482383
stable,179,0.04287392094038143
stable,180,0.19590026125602372
stable,181,0.03290737520457845
stable,182,-0.06163908462506057
stable,183,0.1659433065089833
stable,184,0.06431346576924202
stable,185,0.2303633987993988
stable,186,0.02748516558328592
stable,187,-0.18367035475807503
stable,188,-0.20522387988684973
stable,189,0.2476391898346874
stable,190,0.25854985811749454
stable,191,-0.026927881992390098
stable,192,-0.05747809817039816
stable,193,0.21921664383633033
stable,194,-0.1660568523065232
stable,195,-0.13420905284337395
stable,196,0.09649901920335666
stable,197,-0.05919076842893844
stable,198,-0.0007682800080106944
stable,199,-0.024516434778676887
stable,200,0.05063618231984003
stable,201,0.2111222791970575
stable,202,0.013587736035261831
stable,203,0.09659081899152867
stable,204,-0.3075258151546534
stable,205,-0.007307760289517692
stable,206,-0.12648454054393066
stable,207,-0.1828219590635442
stable,208,-0.1317228550393126
stable,209,-0.05011851610512181
stable,210,0.13738538135340195
stable,211,-0.1989589076609346
stable,212,0.004594723889162617
stable,213,-0.07262541500003677
stable,214,-0.049150964154294124
stable,215,0.15041367379569062
stable,216,0.0807173155505889
stable,217,0.20060971611641154
stable,218,-0.02317585188748507
stable,219,-0.10439139175060545
stable,220,-0.03357882253207493
stable,221,0.036374518690683234
stable,222,0.026486003768056654
stable,223,-0.16265821083500498
stable,224,0.013573467244181132
stable,225,0.03423424952083577
stable,226,0.37762110563008805
stable,227,0.28152669169225053
stable,228,-0.127986502583823
stable,229,-0.043107504232376415
stable,230,-0.21951630027555047
stable,231,-0.08860605209452296
stable,232,0.04734075053855107
stable,233,0.18087804313323502
stable,234,-0.10936257566154127
stable,235,-0.09812196601016948
stable,236,-0.32209335446079823
stable,237,-0.02439988808173615
stable,238,-0.15936216177893445
stable,239,-0.07941591410491106
stable,240,-0.13152911672513823
stable,241,-0.014139383137883547
stable,242,-0.26365925870349466
stable,243,-0.22005678680864857
stable,244,0.3193870668042447
stable,245,-0.19311338719110463
stable,246,-0.16451783676819595
stable,247,0.2755370292481971
stable,248,0.43576007538606104
stable,249,-0.17573499432380124
stable,250,-0.05523734351820458
stable,251,0.05123333264107643
stable,252,0.25930464666083886
stable,253,-0.14802856176423562
stable,254,-0.03679167689131646
stable,255,0.1166006364092616
stable,256,0.0652149111699928
stable,257,-0.05642341068451488
stable,258,-0.020073444677406172
stable,259,-0.20623437125549726
stable,260,-0.03572606159619978
stable,261,-0.039958123501343264
stable,262,0.03482548344393839
stable,263,-0.08329908282285241
stable,264,0.07073077838177085
stable,265,0.15190737267297427
stable,266,0.023314399150269904
stable,267,0.05276346125988052
stable,268,0.007973302136680105
stable,269,1.2658963712127064e-05
stable,270,-0.10823370503142711
stable,271,0.0474741392509962
stable,272,-0.014592989762023419
stable,273,0.31397524633958923
stable,274,0.23600323537128637
stable,275,0.05787698288347512
stable,276,-0.11445858145421513
stable,277,-0.16686172079751269
stable,278,0.17867144296332976
stable,279,0.03941238377207077
stable,280,0.07202151050874162
stable,281,-0.2616878980461289
stable,282,0.13911577223372712
stable,283,0.06816305073215444
stable,284,-0.16656460266217168
stable,285,-0.07072872111749234
stable,286,0.03955758065347793
stable,287,0.007870019753436543
stable,288,-0.04382567787053325
stable,289,-0.015523240209894127
stable,290,-0.03779660673103281
stable,291,0.022884376815370287
stable,292,0.22072379594897354
stable,293,-0.38499876613969464
stable,294,-0.035527539676452634
stable,295,0.026476863205867045
stable,296,0.044399098453064924
stable,297,-0.05578718719819348
stable,298,-0.2635082673717874
stable,299,0.04919932255711645
stable,300,0.25910253212462775
stable,301,-0.23007921073742063
stable,302,0.12957420205472825
stable,303,-0.04927878346843408
stable,304,-0.009198651874327094
stable,305,-0.15793477660559235
stable,306,-0.0501684258533815
stable,307,0.19500668920484376
stable,308,0.08739828629815605
stable,309,0.2598467408114916
stable,310,0.17661178334665403
stable,311,0.06586300183943643
stable,312,0.2615901789251688
stable,313,0.06584897381074481
stable,314,0.12419822651955884
stable,315,-0.04448564303020625
stable,316,0.009981872378880723
stable,317,-0.10461357349504152
stable,318,0.14843759018922795
stable,319,-0.17674554346722984
stable,320,0.11735255136264919
stable,321,-0.028597658625773917
stable,322,0.1756870640200979
stable,323,0.11263034830968897
stable,324,0.2730969236470202
stable,325,0.10961620367079672
stable,326,-0.23580603834798608
stable,327,-0.010042975934730126
stable,328,-0.1758010788892224
stable,329,-0.07774197635494119
stable,330,0.22668426499150823
stable,331,0.0956300716346544
stable,332,-0.10483956428681195
stable,333,-0.15205760496605983
stable,334,0.004917313931439119
stable,335,-0.18248402240716916
stable,336,-0.10067104160948716
stable,337,0.04680142073268658
stable,338,0.17329680541600442
stable,339,0.09131422083366596
stable,340,-0.343693426289715
stable,341,0.04565500935453897
stable,342,0.010805035984886687
stable,343,0.06208354280590396
stable,344,0.2424314522476811
stable,345,-0.3094857415207114
stable,346,-0.08866551377866584
stable,347,0.0886359484190032
stable,348,-0.23723915991809133
stable,349,0.22139235720802633
stable,350,0.055253491905098755
stable,351,0.1269875978765106
stable,352,-0.08564154922826918
stable,353,0.12206455349493157
stable,354,0.16027073339835574
stable,355,0.03493170302057525
stable,356,0.03516013390480439
stable,357,0.04055148589225888
stable,358,-0.12950178971090726
stable,359,-0.02212930203605294
stable,360,-0.02287837986785382
stable,361,0.057509079653024264
stable,362,0.14997363703654418
stable,363,-0.1587804122967614
stable,364,-0.018751354547936645
stable,365,0.22221833214884598
stable,366,-0.11153823432188462
stable,367,-0.12333750259354805
stable,368,0.030345928774679037
stable,369,0.126657778572798
stable,370,0.0017139083340988995
stable,371,0.1993440885655484
stable,372,0.12851909738497902
stable,373,0.12627301003350927
stable,374,0.083117475198614
stable,375,0.34914796505191276
stable,376,-0.030774253329906628
stable,377,-0.30052834380997706
stable,378,0.24063815422757112
stable,379,-0.06865491464352384
stable,380,0.016182066651454954
stable,381,0.19643260272907903
stable,382,-0.24033893115883878
stable,383,-0.18774708211592092
stable,384,-0.24019169056782805
stable,385,-0.11912044350381357
stable,386,0.06594549090254903
stable,387,0.07862817642191565
stable,388,0.04144112689928306
stable,389,-0.21191488258385496
stable,390,-0.3465155154948966
stable,391,0.00815303780855734
stable,392,-0.07076640504575037
stable,393,0.06890786575749176
stable,394,0.10529304393319051
stable,395,0.02073621480880229
stable,396,0.11401996280637806
stable,397,0.03438170611726026
stable,398,0.07950970584022
stable,399,-0.10570098943048235
stable,400,-0.02694171207471878
stable,401,0.029516414498543586
stable,402,0.12307927131261281
stable,403,-0.059061175833685815
stable,404,0.07817508835981689
stable,405,-0.03987581878730685
stable,406,-0.017631325099219552
stable,407,0.12442785630361095
stable,408,-0.29895905565812336
stable,409,-0.19447084921121413
stable,410,-0.2223278096164231
stable,411,-0.3500424179772457
stable,412,-0.10173966602327651
stable,413,0.11241508495916107
stable,414,-0.04273260995738621
stable,415,0.02966851229127782
stable,416,0.1633826245066189
stable,417,0.19915291984015374
stable,418,-0.010370690208920933
stable,419,0.2030378834354096
stable,420,0.01381899876511638
stable,421,-0.1256097335741193
stable,422,-0.08916005282981028
stable,423,-0.22208047688475244
stable,424,-0.13322007806004785
stable,425,-0.05370250321116437
stable,426,0.12053775290679024
stable,427,0.25811547467489754
stable,428,-0.207327227306556
stable,429,0.05892412023898784
stable,430,-0.15608159087363016
stable,431,0.0712045632694803
stable,432,-0.01966299760315899
stable,433,-0.27463587387712957
stable,434,0.13924454873527264
stable,435,-0.09075010692130965
stable,436,-0.0800850357560332
stable,437,-0.16046286169345347
stable,438,-0.09814249150313333
stable,439,0.06418356610423757
stable,440,-0.028386651140460826
stable,441,0.049299300342372156
stable,442,0.05428827808932655
stable,443,0.19809924832922504
stable,444,-0.051417922629656894
stable,445,-0.22152867252685976
stable,446,0.16008336248579744
stable,447,-0.0497232258145882
stable,448,0.16718886668660654
stable,449,0.05750656697737056
stable,450,-0.019670629530501738
stable,451,0.052316384106944266
stable,452,0.29265188401894493
stable,453,0.311547079358063
stable,454,0.010407170269916804
stable,455,0.024028588997561294
stable,456,0.16143602361995782
stable,457,-0.12684915491510207
stable,458,0.04996055589273827
stable,459,-0.00387942719307846
stable,460,0.04708623171863304
stable,461,-0.12500532089241087
stable,462,-0.23843512399634534
stable,463,-0.31094751539869375
stable,464,-0.16760761694844117
stable,465,-0.06880129274089995
stable,466,-0.04397873799731427
stable,467,0.29058467436442753
stable,468,0.1658990054860947
stable,469,-0.14431366745124408
stable,470,0.05215626786764354
stable,471,-0.06106173545254876
stable,472,-0.04265457570601427
stable,473,0.0277988474123073
stable,474,0.092875667546309
stable,475,-0.050888772582602305
stable,476,0.15957772991015376
stable,477,-0.1712907339213606
stable,478,0.0009508593543402663
stable,479,0.38965105898937485
stable,480,0.03346196139379126
stable,481,0.21498217599092592
stable,482,0.013728026725981226
stable,483,0.0871165642994695
stable,484,-0.00851747915890373
stable,485,-0.025561137174630665
stable,486,-0.11692235950881294
stable,487,0.06454520384363298
stable,488,-0.1277305783778652
stable,489,0.09983778544701437
stable,490,0.16279305066688649
stable,491,0.05497971108558449
stable,492,-0.04293731003335378
stable,493,0.06809483689630441
stable,494,-0.04630095833196189
stable,495,0.1403320688197724
stable,496,-0.27471091263226854
stable,497,-0.05034110521779693
stable,498,-0.29862179926859966
stable,499,-0.22425912453408076
stable,500,0.2045793344720864
stable,501,0.1342777472957529
stable,502,-0.10792203499271856
stable,503,-0.22537551840613454
stable,504,-0.4446793256762477
stable,505,-0.08152432618989518
stable,506,0.36306225183711033
stable,507,0.06523264071954711
stable,508,-0.08393584290742342
stable,509,0.06976203142504593
stable,510,-0.23414375294916642
stable,511,-0.044598504404645314
stable,512,0.014921620952360774
stable,513,-0.012915097773157276
stable,514,0.11862091825351208
stable,515,0.05169678393540785
stable,516,0.10024890271619954
stable,517,-0.1032558423346139
stable,518,0.13467231126158222
stable,519,0.2443405421435987
stable,520,-0.1455224279477119
stable,521,-0.13315434835718395
stable,522,0.20036765044803492
stable,523,-0.02870159800425904
stable,524,0.21057320880998354
stable,525,-0.06638035678382757
stable,526,0.2182568364406067
stable,527,0.019722872520817825
stable,528,0.03873432349840428
stable,529,0.23470770325048565
stable,530,-0.05426557161662569
stable,531,-0.14116831438874375
stable,532,-0.06728463120425315
stable,533,0.0678500925964708
stable,534,-0.23486386082707714
stable,535,0.09562063539766823
stable,536,-0.08081569764266149
stable,537,0.17217189911003453
stable,538,-0.3591390457350707
stable,539,-0.1179848662656253
stable,540,-0.25297022268511526
stable,541,-0.12393441995459288
stable,542,0.03714988516634147
stable,543,-0.026883993817463234
stable,544,-0.03800663534220224
stable,545,-0.023877730707009118
stable,546,0.03050823609299151
stable,547,-0.15128040629146616
stable,548,0.10602744613485761
stable,549,0.09939989555782258
stable,550,0.057755690648415146
stable,551,0.08348001641268947
stable,552,0.04446270012129892
stable,553,0.3052609954096601
stable,554,-0.013064125657876484
stable,555,-0.04606248275018651
stable,556,-0.11302913705360668
stable,557,-0.15483940058667553
stable,558,-0.1866707681401613
stable,559,-0.13331959698463777
stable,560,-0.010602057247810697
stable,561,0.05014426927465717
stable,562,0.007671308782824267
stable,563,-0.11483029161445693
stable,564,0.1350276846029945
stable,565,0.11091190084514213
stable,566,-0.02394724611330255
stable,567,-0.0979374216997068
stable,568,0.08226418812446992
stable,569,0.028196038122915667
stable,570,-0.21721908891225714
stable,571,-0.010197038397660734
stable,572,0.039305371811157154
stable,573,-0.13495421797316307
stable,574,0.02847650892561645
stable,575,-0.21822337278866835
stable,576,0.20042791500182564
stable,577,0.18719249775891475
stable,578,-0.03787760014544471
stable,579,0.05451815067586097
stable,580,-0.36148829486998124
stable,581,-0.1734521490397999
stable,582,-0.04406683802281947
stable,583,-0.16081995321402887
stable,584,0.10715947239459882
stable,585,0.2995944796121991
stable,586,-0.1764922079143953
stable,587,-0.1256195106127789
stable,588,0.03531725524648955
stable,589,0.24166742227494312
stable,590,-0.18335614688098548
stable,591,0.037355418346041294
stable,592,0.2731948276219663
stable,593,-0.2477638722268901
stable,594,-0.1921603810268748
stable,595,-0.06354099096912573
stable,596,-0.07808826192831166
stable,597,0.12189019316304668
stable,598,0.03624895797312571
stable,599,-0.26624430894631923
stable,600,0.07731156043512162
stable,601,-0.08663083310334757
stable,602,0.19116708254118586
stable,603,-0.09413813046553794
stable,604,-0.09549229246533535
stable,605,0.0811697416206797
stable,606,0.11443897235054049
stable,607,0.06721490459043053
stable,608,-0.25283959760772123
stable,609,0.08070516598923766
stable,610,-0.15514620775115984
stable,611,0.035291416738239524
stable,612,-0.21356016530985902
stable,613,0.06694832213145954
stable,614,-0.12098983564610588
stable,615,-0.19239519753907824
stable,616,0.10707302047235992
stable,617,0.03624667825151269
stable,618,-0.09209652020893457
stable,619,0.21767682735315963
stable,620,-0.06609786323546137
stable,621,0.004816151095640199
stable,622,0.04033701715179014
stable,623,-0.09294989011929204
stable,624,0.0706704440099894
stable,625,-0.08001785207470867
stable,626,-0.06174574833243138
stable,627,0.20439639597050116
stable,628,-0.15608790787686497
stable,629,-0.3619170496394235
stable,630,0.24164054925178413
stable,631,0.38239919289105045
stable,632,-0.06079038981739977
stable,633,-0.2905257060930278
stable,634,-0.046572596429391565
stable,635,-0.04293344247610038
stable,636,-0.028488576153338555
stable,637,-0.16700820628827723
stable,638,0.08693417137147161
stable,639,0.07867610629291293
stable,640,-0.22416084297289599
stable,641,0.10487950975423317
stable,642,0.30790274729188366
stable,643,0.025794049865558978
stable,644,-0.05059877431027591
stable,645,-0.021300482161128197
stable,646,0.09228851504528418
stable,647,-0.2596007408260827
stable,648,0.024658605446595334
stable,649,-0.058569592419421515
stable,650,0.2771737519434068
stable,651,-0.02612591007074368
stable,652,0.25018314166792793
stable,653,-0.1655611046673011
stable,654,0.08808887502041883
stable,655,0.04791003956868432
stable,656,-0.13035708717971736
stable,657,0.026609417195541066
stable,658,0.18187782552474005
stable,659,-0.048568755642990104
stable,660,-0.2537943973754645
stable,661,-0.0026344239716168862
stable,662,-0.13536346421887688
stable,663,-0.051351140799582355
stable,664,-0.012238165452768146
stable,665,-0.25584783240232756
stable,666,-0.2423487508981017
stable,667,0.07231002532882878
stable,668,-0.07840780442545205
stable,669,-0.38471165127308504
stable,670,0.11772660549122026
stable,671,0.04085546329113598
stable,672,-0.10708122360547259
stable,673,-0.1975245316587362
stable,674,0.12537118444715056
stable,675,0.05240259338406444
stable,676,0.35739034240261097
stable,677,0.0630282898087406
stable,678,0.05815547118930222
stable,679,-0.02503918951628477
stable,680,0.12251638008011864
stable,681,0.09376278018722305
stable,682,0.18775875128477923
stable,683,-0.07819843779559271
stable,684,-0.06531112094159434
stable,685,-0.07186547563679702
stable,686,0.11862025817684838
stable,687,0.2247561660445098
stable,688,-0.0688260739723951
stable,689,-0.06371605916896368
stable,690,0.04711158358046988
stable,691,-0.03686422500193521
stable,692,0.14280804797098348
stable,693,-0.337766593592857
stable,694,-0.12400575703753419
stable,695,-0.11736245009421686
stable,696,-0.3480534018579217
stable,697,-0.1445457666553206
stable,698,-0.13727341737688892
stable,699,-0.030165698177824548
stable,700,0.16694488374903954
stable,701,-0.03675909767860535
stable,702,-0.15462205804067305
stable,703,-0.008543181182029347
stable,704,0.1573760432162024
stable,705,-0.14639382241723572
stable,706,-0.13658623258821728
stable,707,0.08378234389113351
stable,708,-0.03323041735962008
stable,709,0.09712270360642115
stable,710,-0.0020470187692945142
stable,711,0.10524954721343506
stable,712,-0.15526171710609613
stable,713,-0.0018126976182401158
stable,714,-0.03160350215447352
stable,715,-0.1823836386156196
stable,716,-0.23452169218030325
stable,717,0.10286235529119926
stable,718,-0.05264285733269671
stable,719,-0.15334204224709944
stable,720,-0.014426840538499837
stable,721,0.16920282860239538
stable,722,-0.34211067680578844
stable,723,-0.22449580348549894
stable,724,-0.13843296628429014
stable,725,0.21917683000804933
stable,726,0.042388047437894476
stable,727,0.11509758606918402
stable,728,-0.17102413786893458
stable,729,-0.16793038129057894
stable,730,0.06717205750840656
stable,731,0.008741149640316982
stable,732,0.08231082282961898
stable,733,-0.02815064863926782
stable,734,0.041721558968194045
stable,735,0.023717862735766374
stable,736,0.1166651083627388
stable,737,0.12105124229167058
stable,738,-0.24298079915876547
stable,739,-0.33709028330112834
stable,740,0.15026180964772606
stable,741,0.17815876398929048
stable,742,-0.1530934529270006
stable,743,-0.2789753109818443
stable,744,0.014855223151080137
stable,745,0.1396257339525794
stable,746,0.26963917836514717
stable,747,0.07744463581521764
stable,748,-0.05575750448785424
stable,749,-0.1339695932377294
stable,750,0.0017176937505981624
stable,751,-0.04488970558278846
stable,752,-0.1522601858593224
stable,753,0.30731334762949297
stable,754,0.26777526031081966
stable,755,0.17040730253331426
stable,756,-0.13812755967136914
stable,757,0.1282528986445918
stable,758,0.09594396142468527
stable,759,0.06638184363060794
stable,760,0.18744979005656656
stable,761,0.09530567142919161
stable,762,0.11100213544565032
stable,763,0.09553594250583151
stable,764,0.05111871120031588
stable,765,-0.2675416694571275
stable,766,0.012543161611583585
stable,767,-0.08342879382736877
stable,768,-0.19197614364600307
stable,769,0.2522724928951236
stable,770,0.25934930113285554
stable,771,0.2038830900443418
stable,772,0.03828201252838119
stable,773,0.2025937681428985
stable,774,0.0018079770902738313
stable,775,0.030419591534666904
stable,776,-0.16402070556929743
stable,777,0.059548695674826
stable,778,0.009057889263662564
stable,779,-0.19539781752516966
stable,780,-0.0076795667724895355
stable,781,-0.01195943457852127
stable,782,0.269634174996696
stable,783,0.13413199927701142
stable,784,0.0017168158637199022
stable,785,0.037318096470162446
stable,786,0.0066318567156297085
stable,787,-0.03043709771933216
stable,788,-0.16236407960824303
stable,789,-0.022657781641039387
stable,790,-0.111914738497877
stable,791,-0.18754733083847194
stable,792,0.0766832721821302
stable,793,0.05868969898998524
stable,794,-0.2680061267052117
stable,795,-0.01840269562426908
stable,796,0.14935520788498852
stable,797,0.15888356083444813
stable,798,0.1538755264327858
stable,799,0.00583698103521897
stable,800,-0.12675679919537267
stable,801,-0.16255482410370908
stable,802,0.05169073571255362
stable,803,0.056892005154774446
stable,804,0.19309966674075982
stable,805,0.16499694755131253
stable,806,-0.019834298479675817
stable,807,-0.1866308818291304
stable,808,-0.04786598955163467
stable,809,0.0325846792215787
stable,810,-0.030312486808410612
stable,811,-0.08668411621164837
stable,812,0.037932722245484836
stable,813,-0.07559366121159157
stable,814,-0.09420991255880609
stable,815,0.04671792514551593
stable,816,-0.060298887019380715
stable,817,0.036615658346752816
stable,818,0.0409806034278184
stable,819,-0.17091435016373618
stable,820,-0.07218616857981182
stable,821,0.21566654098746935
stable,822,-0.17431192691014305
stable,823,-0.3174981673455796
stable,824,-0.2792767729863767
stable,825,0.004366491986500381
stable,826,0.004637591704904836
stable,827,-0.01764162831376814
stable,828,0.18212847433927523
stable,829,-0.4009251649654407
stable,830,0.05939008116462354
stable,831,0.234215730270536
stable,832,-0.1691671147337571
stable,833,-0.05697097676848426
stable,834,-0.11293378758429314
stable,835,-0.13415190691162932
stable,836,-0.048939300753456
stable,837,0.2141227925526757
stable,838,0.275608001323128
stable,839,-0.05039088375602216
stable,840,0.2857590321096705
stable,841,0.0053364715476937295
stable,842,0.2630536540051621
stable,843,-0.013994797448023765
stable,844,0.019658673906921643
stable,845,0.05482117089642518
stable,846,0.4768280519051303
stable,847,0.12769283622671834
stable,848,-0.10608967949271954
stable,849,0.14534968054137867
stable,850,-0.05427488056265122
stable,851,-0.07346252743518136
stable,852,0.13629020398381667
stable,853,0.004662838165672918
stable,854,0.04178638717677091
stable,855,0.0020977832797938693
stable,856,0.05048746899081521
stable,857,0.06374488461542238
stable,858,-0.29054503990581226
stable,859,0.09998590029143004
stable,860,-0.1473029129745451
stable,861,-0.21634487033391167
stable,862,-0.008761686578802365
stable,863,0.01259715049716814
stable,864,-0.10402592468584211
stable,865,0.12465477865019615
stable,866,-0.20132627495563604
stable,867,-0.06104156231588384
stable,868,-0.0877311202399501
stable,869,-0.006988090550900905
stable,870,0.04182964269708581
stable,871,-0.1511839424435317
stable,872,0.10864240161843423
stable,873,0.00945035525020496
stable,874,-0.28379193799678654
stable,875,-0.29378871605955464
stable,876,-0.0018478939393966852
stable,877,-0.033145097667953115
stable,878,-0.015513017036195025
stable,879,-0.0041973684795326965
stable,880,0.03383397592652711
stable,881,0.14214744147724495
stable,882,-0.16666573513763372
stable,883,-0.1757957389351192
stable,884,-0.16399857868310738
stable,885,0.04333750007530603
stable,886,0.18674210679696682
stable,887,-0.06470091573592657
stable,888,-0.3752549766239482
stable,889,-0.2555989293915563
stable,890,-0.12495550841940173
stable,891,-0.08365933312428221
stable,892,-0.06125829408820896
stable,893,0.005787168447137559
stable,894,-0.04676194962336707
stable,895,0.15740094158151108
stable,896,-0.1014025958522053
stable,897,-0.12934769392133144
stable,898,0.07183133077806923
stable,899,-0.23034631048891788
stable,900,0.05845375579800033
stable,901,0.015382977558940029
stable,902,-0.022116373487725112
stable,903,0.23824141607238936
stable,904,-0.09333111679420769
stable,905,0.30904472557861173
stable,906,-0.03381471738421489
stable,907,-0.19155246674553422
stable,908,0.010487937149223794
stable,909,-0.16143678004781523
stable,910,-0.11276337717202503
stable,911,0.05955499500232367
stable,912,0.08333731329751871
stable,913,-0.09332515503813872
stable,914,0.14811077175696008
stable,915,0.17362616370317008
stable,916,0.21544526348449364
stable,917,0.07941201106885833
stable,918,0.2045143068128548
stable,919,-0.2821197641961086
stable,920,-0.04768598229426938
stable,921,-0.13005078844851395
stable,922,0.017883879169108812
stable,923,-0.0857173828795106
stable,924,-0.024923676292459857
stable,925,0.2823262320306074
stable,926,-0.025457969463056743
stable,927,0.06206884757853209
stable,928,-0.03484039948863528
stable,929,0.011356993193525051
stable,930,0.0009025020654107188
stable,931,0.06724860989597392
stable,932,0.17479613033207653
stable,933,0.2471090996404994
stable,934,0.04644301228637503
stable,935,0.08843203290534031
stable,936,-0.17262967637783502
stable,937,-0.013181511362343086
stable,938,0.14104341973253834
stable,939,0.12989529576257297
stable,940,0.03174145991925753
stable,941,0.13295909393519287
stable,942,0.07361500634907282
stable,943,0.18004593873889824
stable,944,0.043403873543566666
stable,945,-0.0533547473356552
stable,946,0.05037618853995354
stable,947,-0.43958915637791635
stable,948,0.05743286045775742
stable,949,-0.5472619237822175
stable,950,-0.25851951111081267
stable,951,0.06776529014114761
stable,952,0.07162940059001928
stable,953,-0.17436431702098956
stable,954,-0.10681530628184081
stable,955,0.2055811482921198
stable,956,-0.07260451973590142
stable,957,0.33643804686044776
stable,958,-0.00028797797645192233
stable,959,0.06120542653219002
stable,960,0.24253115977479112
stable,961,0.019654067429012934
stable,962,-0.15035159710362017
stable,963,-0.016459117754143517
